"Customer_Name","Province","Region","Customer_Segment","Cust_id"
"SHERI GORDON","QUEBEC","QUEBEC","CORPORATE","Cust_938"
"BEN WALLACE","QUEBEC","QUEBEC","HOME OFFICE","Cust_939"
"MAX ENGLE","QUEBEC","QUEBEC","CORPORATE","Cust_940"
"FRED CHUNG","QUEBEC","QUEBEC","CORPORATE","Cust_941"
"DENNIS KANE","QUEBEC","QUEBEC","SMALL BUSINESS","Cust_942"
"PHILLIP FLATHMANN","QUEBEC","QUEBEC","SMALL BUSINESS","Cust_943"
"MATHEW REESE","QUEBEC","QUEBEC","SMALL BUSINESS","Cust_944"
"STUART VAN","QUEBEC","QUEBEC","CONSUMER","Cust_945"
"BRENDA BOWMAN","QUEBEC","QUEBEC","SMALL BUSINESS","Cust_946"
"DANIEL LACY","QUEBEC","QUEBEC","SMALL BUSINESS","Cust_947"
"JENNIFER FERGUSON","QUEBEC","QUEBEC","CORPORATE","Cust_948"
"THERESA SWINT","QUEBEC","QUEBEC","CONSUMER","Cust_949"
"ALAN HAINES","QUEBEC","QUEBEC","HOME OFFICE","Cust_950"
"KATHERINE NOCKTON","QUEBEC","QUEBEC","HOME OFFICE","Cust_951"
"STEWART VISINSKY","QUEBEC","QUEBEC","CORPORATE","Cust_952"
"JEREMY FARRY","QUEBEC","QUEBEC","SMALL BUSINESS","Cust_953"
"CLAY LUDTKE","QUEBEC","QUEBEC","CONSUMER","Cust_954"
"LAUREL ELLISTON","QUEBEC","QUEBEC","CORPORATE","Cust_955"
"KATHERINE NOCKTON","QUEBEC","QUEBEC","CORPORATE","Cust_956"
"THERESA SWINT","QUEBEC","QUEBEC","SMALL BUSINESS","Cust_957"
"JEREMY LONSDALE","QUEBEC","QUEBEC","CORPORATE","Cust_958"
"MITCH WEBBER","QUEBEC","QUEBEC","CORPORATE","Cust_959"
"SHIRLEY SCHMIDT","QUEBEC","QUEBEC","CORPORATE","Cust_960"
"CAROL TRIGGS","QUEBEC","QUEBEC","HOME OFFICE","Cust_961"
"JUSTIN MACKENDRICK","QUEBEC","QUEBEC","CORPORATE","Cust_962"
"JENNIFER FERGUSON","QUEBEC","QUEBEC","HOME OFFICE","Cust_963"
"SARAH BROWN","QUEBEC","QUEBEC","CONSUMER","Cust_964"
"ANNE PRYOR","QUEBEC","QUEBEC","HOME OFFICE","Cust_965"
"TONY SAYRE","QUEBEC","QUEBEC","SMALL BUSINESS","Cust_966"
"KAREN FERGUSON","QUEBEC","QUEBEC","CORPORATE","Cust_967"
"DIONIS LLOYD","QUEBEC","QUEBEC","SMALL BUSINESS","Cust_968"
"CAROL TRIGGS","QUEBEC","QUEBEC","CORPORATE","Cust_969"
"LINDSAY CASTELL","QUEBEC","QUEBEC","SMALL BUSINESS","Cust_970"
"MICHAEL CHEN","QUEBEC","QUEBEC","CONSUMER","Cust_971"
"TONY SAYRE","QUEBEC","QUEBEC","HOME OFFICE","Cust_972"
"THERESA SWINT","QUEBEC","QUEBEC","HOME OFFICE","Cust_973"
"DORRIS LOVE","QUEBEC","QUEBEC","CORPORATE","Cust_974"
"LAUREL ELLISTON","QUEBEC","QUEBEC","HOME OFFICE","Cust_975"
"TOBY CARLISLE","QUEBEC","QUEBEC","HOME OFFICE","Cust_976"
"TED BUTTERFIELD","QUEBEC","QUEBEC","CORPORATE","Cust_977"
"NORA PRICE","QUEBEC","QUEBEC","HOME OFFICE","Cust_978"
"LIZ WILLINGHAM","QUEBEC","QUEBEC","CORPORATE","Cust_979"
"LINDSAY CASTELL","QUEBEC","QUEBEC","CORPORATE","Cust_980"
"ANNE PRYOR","QUEBEC","QUEBEC","CORPORATE","Cust_981"
"NORA PRICE","QUEBEC","QUEBEC","SMALL BUSINESS","Cust_982"
"MUHAMMED YEDWAB","QUEBEC","QUEBEC","CONSUMER","Cust_983"
"BRENDA BOWMAN","QUEBEC","QUEBEC","HOME OFFICE","Cust_984"
"KIMBERLY CARTER","QUEBEC","QUEBEC","SMALL BUSINESS","Cust_985"
"BRIAN THOMPSON","QUEBEC","QUEBEC","HOME OFFICE","Cust_986"
"KIMBERLY CARTER","QUEBEC","QUEBEC","HOME OFFICE","Cust_987"
"SHIRLEY DANIELS","QUEBEC","QUEBEC","CORPORATE","Cust_988"
"ARTHUR GAINER","QUEBEC","QUEBEC","CORPORATE","Cust_989"
"TRACY PODDAR","ONTARIO","ONTARIO","CORPORATE","Cust_990"
"STUART CALHOUN","ONTARIO","ONTARIO","CONSUMER","Cust_991"
"ARTHUR PRICHEP","ONTARIO","ONTARIO","HOME OFFICE","Cust_992"
"KEAN NGUYEN","ONTARIO","ONTARIO","CORPORATE","Cust_993"
"JIM KRIZ","ONTARIO","ONTARIO","CONSUMER","Cust_994"
"HAROLD RYAN","ONTARIO","ONTARIO","HOME OFFICE","Cust_995"
"JOHN LUCAS","ONTARIO","ONTARIO","CORPORATE","Cust_996"
"ALEJANDRO GROVE","ONTARIO","ONTARIO","CORPORATE","Cust_997"
"SAM ZELDIN","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_998"
"SALLY HUGHSBY","ONTARIO","ONTARIO","CONSUMER","Cust_999"
"JANE WACO","ONTARIO","ONTARIO","CORPORATE","Cust_1000"
"SANDRA FLANAGAN","ONTARIO","ONTARIO","HOME OFFICE","Cust_1001"
"STEVE NGUYEN","ONTARIO","ONTARIO","CONSUMER","Cust_1002"
"HERBERT FLENTYE","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1003"
"SANDRA FLANAGAN","ONTARIO","ONTARIO","CORPORATE","Cust_1004"
"LIZ WILLINGHAM","ONTARIO","ONTARIO","HOME OFFICE","Cust_1005"
"XYLONA PRICE","ONTARIO","ONTARIO","CORPORATE","Cust_1006"
"JOHN LUCAS","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1007"
"BILL OVERFELT","ONTARIO","ONTARIO","CORPORATE","Cust_1008"
"JOHN GRADY","ONTARIO","ONTARIO","CORPORATE","Cust_1009"
"ROBERT MARLEY","ONTARIO","ONTARIO","CORPORATE","Cust_1010"
"MICK HERNANDEZ","ONTARIO","ONTARIO","HOME OFFICE","Cust_1011"
"GUY PHONELY","ONTARIO","ONTARIO","CORPORATE","Cust_1012"
"JAY KIMMEL","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1013"
"MATT CONNELL","ONTARIO","ONTARIO","CORPORATE","Cust_1014"
"STEVE NGUYEN","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1015"
"VIVEK GRADY","ONTARIO","ONTARIO","HOME OFFICE","Cust_1016"
"BEN FERRER","ONTARIO","ONTARIO","CORPORATE","Cust_1017"
"KAREN DANIELS","ONTARIO","ONTARIO","CONSUMER","Cust_1018"
"PAMELA COAKLEY","ONTARIO","ONTARIO","CORPORATE","Cust_1019"
"KATHERINE NOCKTON","ONTARIO","ONTARIO","HOME OFFICE","Cust_1020"
"DENNY BLANTON","ONTARIO","ONTARIO","HOME OFFICE","Cust_1021"
"KATHERINE NOCKTON","ONTARIO","ONTARIO","CORPORATE","Cust_1022"
"KEAN NGUYEN","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1023"
"LAURA ARMSTRONG","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1024"
"VIVEK GRADY","ONTARIO","ONTARIO","CORPORATE","Cust_1025"
"LINDSAY SHAGIARI","ONTARIO","ONTARIO","HOME OFFICE","Cust_1026"
"CATHY PRESCOTT","ONTARIO","ONTARIO","CORPORATE","Cust_1027"
"LIZ WILLINGHAM","ONTARIO","ONTARIO","CORPORATE","Cust_1028"
"STEPHANIE ULPRIGHT","ONTARIO","ONTARIO","CONSUMER","Cust_1029"
"ODELLA NELSON","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1030"
"SALLY HUGHSBY","ONTARIO","ONTARIO","HOME OFFICE","Cust_1031"
"ARTHUR PRICHEP","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1032"
"RYAN AKIN","ONTARIO","ONTARIO","CONSUMER","Cust_1033"
"SCOTT COHEN","ONTARIO","ONTARIO","CONSUMER","Cust_1034"
"TODD SUMRALL","ONTARIO","ONTARIO","CONSUMER","Cust_1035"
"ALEJANDRO GROVE","ONTARIO","ONTARIO","CONSUMER","Cust_1036"
"TONY CHAPMAN","ONTARIO","ONTARIO","CONSUMER","Cust_1037"
"JOHN CASTELL","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1038"
"SARAH FOSTER","ONTARIO","ONTARIO","CORPORATE","Cust_1039"
"LAURA ARMSTRONG","ONTARIO","ONTARIO","CORPORATE","Cust_1040"
"JOHN CASTELL","ONTARIO","ONTARIO","CONSUMER","Cust_1041"
"GREG HANSEN","ONTARIO","ONTARIO","HOME OFFICE","Cust_1042"
"DARRIN MARTIN","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1043"
"KEN BRENNAN","ONTARIO","ONTARIO","CONSUMER","Cust_1044"
"MAX JONES","ONTARIO","ONTARIO","HOME OFFICE","Cust_1045"
"KEN BRENNAN","ONTARIO","ONTARIO","HOME OFFICE","Cust_1046"
"JOE KAMBEROVA","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1047"
"BARRY FRANZ","ONTARIO","ONTARIO","CORPORATE","Cust_1048"
"FILIA MCADAMS","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1049"
"MAUREEN FRITZLER","ONTARIO","ONTARIO","CORPORATE","Cust_1050"
"DENNIS BOLTON","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1051"
"ART FOSTER","ONTARIO","ONTARIO","HOME OFFICE","Cust_1052"
"ERICA HACKNEY","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1053"
"DON WEISS","ONTARIO","ONTARIO","CORPORATE","Cust_1054"
"JESSICA MYRICK","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1055"
"BRUCE DEGENHARDT","ONTARIO","ONTARIO","HOME OFFICE","Cust_1056"
"JENNA CAFFEY","ONTARIO","ONTARIO","CONSUMER","Cust_1057"
"KALYCA MEADE","ONTARIO","ONTARIO","CORPORATE","Cust_1058"
"TROY BLACKWELL","ONTARIO","ONTARIO","HOME OFFICE","Cust_1059"
"CLYTIE KELTY","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1060"
"MARK COUSINS","ONTARIO","ONTARIO","HOME OFFICE","Cust_1061"
"JIM SINK","ONTARIO","ONTARIO","CORPORATE","Cust_1062"
"STEVEN ROELLE","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1063"
"FRED WASSERMAN","ONTARIO","ONTARIO","HOME OFFICE","Cust_1064"
"BETH THOMPSON","ONTARIO","ONTARIO","CORPORATE","Cust_1065"
"PETE TAKAHITO","ONTARIO","ONTARIO","CORPORATE","Cust_1066"
"ROB HABERLIN","ONTARIO","ONTARIO","CONSUMER","Cust_1067"
"ROB HABERLIN","ONTARIO","ONTARIO","CORPORATE","Cust_1068"
"HALLIE REDMOND","ONTARIO","ONTARIO","HOME OFFICE","Cust_1069"
"KATRINA WILLMAN","ONTARIO","ONTARIO","CONSUMER","Cust_1070"
"BENJAMIN PATTERSON","ONTARIO","ONTARIO","CORPORATE","Cust_1071"
"MARK COUSINS","ONTARIO","ONTARIO","CORPORATE","Cust_1072"
"GENE MCCLURE","ONTARIO","ONTARIO","CONSUMER","Cust_1073"
"DENNY JOY","ONTARIO","ONTARIO","CORPORATE","Cust_1074"
"HALLIE REDMOND","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1075"
"AMY COX","ONTARIO","ONTARIO","HOME OFFICE","Cust_1076"
"KRISTEN HASTINGS","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1077"
"KRISTEN HASTINGS","ONTARIO","ONTARIO","CORPORATE","Cust_1078"
"BENJAMIN VENIER","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1079"
"KATHERINE MURRAY","ONTARIO","ONTARIO","HOME OFFICE","Cust_1080"
"ALAN SCHOENBERGER","ONTARIO","ONTARIO","CORPORATE","Cust_1081"
"MARK PACKER","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1082"
"ERIC BARRETO","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1083"
"KARL BROWN","ONTARIO","ONTARIO","CORPORATE","Cust_1084"
"KARL BROWN","ONTARIO","ONTARIO","HOME OFFICE","Cust_1085"
"BEN PETERMAN","ONTARIO","ONTARIO","CORPORATE","Cust_1086"
"DAVE POIRIER","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1087"
"AARON HAWKINS","ONTARIO","ONTARIO","HOME OFFICE","Cust_1088"
"RICK DUSTON","ONTARIO","ONTARIO","CORPORATE","Cust_1089"
"ALEX GRAYSON","ONTARIO","ONTARIO","CONSUMER","Cust_1090"
"DIANNA WILSON","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1091"
"ERICA HERNANDEZ","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1092"
"CHRISTY BRITTAIN","ONTARIO","ONTARIO","CONSUMER","Cust_1093"
"DAVID KENDRICK","ONTARIO","ONTARIO","HOME OFFICE","Cust_1094"
"PAUL LUCAS","ONTARIO","ONTARIO","CORPORATE","Cust_1095"
"RAYMOND FAIR","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1096"
"DEBRA CATINI","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1097"
"FRED MCMATH","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1098"
"ASTREA JONES","ONTARIO","ONTARIO","CORPORATE","Cust_1099"
"TROY STAEBEL","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1100"
"ALEJANDRO SAVELY","ONTARIO","ONTARIO","CORPORATE","Cust_1101"
"CHRIS CORTES","ONTARIO","ONTARIO","CONSUMER","Cust_1102"
"CRAIG YEDWAB","ONTARIO","ONTARIO","CONSUMER","Cust_1103"
"ALAN SHONELY","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1104"
"BECKY MARTIN","ONTARIO","ONTARIO","HOME OFFICE","Cust_1105"
"TONY MOLINARI","ONTARIO","ONTARIO","CORPORATE","Cust_1106"
"STEFANIA PERRINO","ONTARIO","ONTARIO","CORPORATE","Cust_1107"
"HUNTER LOPEZ","ONTARIO","ONTARIO","CONSUMER","Cust_1108"
"DIANNA ARNETT","ONTARIO","ONTARIO","HOME OFFICE","Cust_1109"
"GIULIETTA DORTCH","ONTARIO","ONTARIO","CORPORATE","Cust_1110"
"MICHAEL KENNEDY","ONTARIO","ONTARIO","CORPORATE","Cust_1111"
"ELENI MCCRARY","ONTARIO","ONTARIO","HOME OFFICE","Cust_1112"
"ELENI MCCRARY","ONTARIO","ONTARIO","CORPORATE","Cust_1113"
"GEORGE ZREBASSA","ONTARIO","ONTARIO","HOME OFFICE","Cust_1114"
"DEANRA ENO","ONTARIO","ONTARIO","CORPORATE","Cust_1115"
"SARA LUXEMBURG","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1116"
"PIERRE WENER","ONTARIO","ONTARIO","HOME OFFICE","Cust_1117"
"ERIC BARRETO","ONTARIO","ONTARIO","CONSUMER","Cust_1118"
"DAN CAMPBELL","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1119"
"PAUL KNUTSON","ONTARIO","ONTARIO","CORPORATE","Cust_1120"
"JENNIFER PATT","ONTARIO","ONTARIO","HOME OFFICE","Cust_1121"
"CHUCK SACHS","ONTARIO","ONTARIO","CONSUMER","Cust_1122"
"DENISE LEINENBACH","ONTARIO","ONTARIO","HOME OFFICE","Cust_1123"
"CATHY HWANG","ONTARIO","ONTARIO","HOME OFFICE","Cust_1124"
"EVAN HENRY","ONTARIO","ONTARIO","CORPORATE","Cust_1125"
"CARLOS MEADOR","ONTARIO","ONTARIO","CORPORATE","Cust_1126"
"BOBBY ELIAS","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1127"
"KEAN THORNTON","ONTARIO","ONTARIO","CORPORATE","Cust_1128"
"BRIAN STUGART","ONTARIO","ONTARIO","CORPORATE","Cust_1129"
"GRANT DONATELLI","ONTARIO","ONTARIO","CONSUMER","Cust_1130"
"JASON FORTUNE","ONTARIO","ONTARIO","CORPORATE","Cust_1131"
"DAVE BROOKS","ONTARIO","ONTARIO","CORPORATE","Cust_1132"
"JIM KARLSSON","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1133"
"PHILIP FOX","ONTARIO","ONTARIO","HOME OFFICE","Cust_1134"
"GRANT CARROLL","ONTARIO","ONTARIO","CORPORATE","Cust_1135"
"GRANT CARROLL","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_1136"
"IONIA MCGRATH","NEW BRUNSWICK","ATLANTIC","HOME OFFICE","Cust_1137"
"LORI OLSON","NEW BRUNSWICK","ATLANTIC","CONSUMER","Cust_1138"
"QUINCY JONES","NEW BRUNSWICK","ATLANTIC","HOME OFFICE","Cust_1139"
"PATRICK JONES","NEW BRUNSWICK","ATLANTIC","HOME OFFICE","Cust_1140"
"IONIA MCGRATH","NEW BRUNSWICK","ATLANTIC","SMALL BUSINESS","Cust_1141"
"NATHAN MAUTZ","NEW BRUNSWICK","ATLANTIC","CORPORATE","Cust_1142"
"NATHAN MAUTZ","NEW BRUNSWICK","ATLANTIC","HOME OFFICE","Cust_1143"
"KAREN SEIO","NEW BRUNSWICK","ATLANTIC","CONSUMER","Cust_1144"
"KEN LONSDALE","NEW BRUNSWICK","ATLANTIC","CONSUMER","Cust_1145"
"PATRICK GARDNER","NEW BRUNSWICK","ATLANTIC","CONSUMER","Cust_1146"
"QUINCY JONES","NEW BRUNSWICK","ATLANTIC","CORPORATE","Cust_1147"
"NONA BALK","NEW BRUNSWICK","ATLANTIC","CORPORATE","Cust_1148"
"ERIN MULL","NEW BRUNSWICK","ATLANTIC","SMALL BUSINESS","Cust_1149"
"JOHN LEE","NEW BRUNSWICK","ATLANTIC","CORPORATE","Cust_1150"
"EMILY PHAN","NEW BRUNSWICK","ATLANTIC","CONSUMER","Cust_1151"
"ERIN MULL","NEW BRUNSWICK","ATLANTIC","CORPORATE","Cust_1152"
"JUSTIN DEGGELLER","NEW BRUNSWICK","ATLANTIC","CORPORATE","Cust_1153"
"TONY SAYRE","NEW BRUNSWICK","ATLANTIC","HOME OFFICE","Cust_1154"
"KEITH DAWKINS","MANITOBA","PRARIE","HOME OFFICE","Cust_1155"
"JOE ELIJAH","MANITOBA","PRARIE","HOME OFFICE","Cust_1156"
"SHERI GORDON","MANITOBA","PRARIE","CORPORATE","Cust_1157"
"STEFANIE HOLLOMAN","MANITOBA","PRARIE","SMALL BUSINESS","Cust_1158"
"KEN BLACK","MANITOBA","PRARIE","CONSUMER","Cust_1159"
"LINDSAY WILLIAMS","MANITOBA","PRARIE","CORPORATE","Cust_1160"
"LOGAN CURRIE","MANITOBA","PRARIE","SMALL BUSINESS","Cust_1161"
"STEVE CHAPMAN","MANITOBA","PRARIE","CORPORATE","Cust_1162"
"MARC CRIER","MANITOBA","PRARIE","CORPORATE","Cust_1163"
"DAVE BROOKS","MANITOBA","PRARIE","CORPORATE","Cust_1164"
"DEBORAH BRUMFIELD","MANITOBA","PRARIE","CORPORATE","Cust_1165"
"SCOT WOOTEN","MANITOBA","PRARIE","CORPORATE","Cust_1166"
"NICOLE BRENNAN","MANITOBA","PRARIE","CONSUMER","Cust_1167"
"JOHN LEE","MANITOBA","PRARIE","CORPORATE","Cust_1168"
"DENISE MONTON","MANITOBA","PRARIE","HOME OFFICE","Cust_1169"
"DEBORAH BRUMFIELD","MANITOBA","PRARIE","SMALL BUSINESS","Cust_1170"
"MARC CRIER","MANITOBA","PRARIE","CONSUMER","Cust_1171"
"CYNTHIA DELANEY","MANITOBA","PRARIE","CORPORATE","Cust_1172"
"ED BRAXTON","MANITOBA","PRARIE","HOME OFFICE","Cust_1173"
"ED BRAXTON","MANITOBA","PRARIE","CONSUMER","Cust_1174"
"PHILLIP FLATHMANN","MANITOBA","PRARIE","SMALL BUSINESS","Cust_1175"
"COREY CATLETT","MANITOBA","PRARIE","HOME OFFICE","Cust_1176"
"VALERIE TAKAHITO","MANITOBA","PRARIE","CONSUMER","Cust_1177"
"PENELOPE SEWALL","MANITOBA","PRARIE","HOME OFFICE","Cust_1178"
"SEAN BRAXTON","MANITOBA","PRARIE","SMALL BUSINESS","Cust_1179"
"VALERIE DOMINGUEZ","MANITOBA","PRARIE","CORPORATE","Cust_1180"
"SUSAN MACKENDRICK","MANITOBA","PRARIE","CORPORATE","Cust_1181"
"THAIS SISSMAN","MANITOBA","PRARIE","CORPORATE","Cust_1182"
"TANJA NORVELL","MANITOBA","PRARIE","CONSUMER","Cust_1183"
"LINDA SOUTHWORTH","MANITOBA","PRARIE","CONSUMER","Cust_1184"
"MICHAEL MOORE","MANITOBA","PRARIE","CORPORATE","Cust_1185"
"PATRICK RYAN","MANITOBA","PRARIE","CORPORATE","Cust_1186"
"TROY BLACKWELL","MANITOBA","PRARIE","HOME OFFICE","Cust_1187"
"THAIS SISSMAN","MANITOBA","PRARIE","SMALL BUSINESS","Cust_1188"
"ROSS BAIRD","MANITOBA","PRARIE","CORPORATE","Cust_1189"
"TRACY ZIC","MANITOBA","PRARIE","CONSUMER","Cust_1190"
"JACK GARZA","MANITOBA","PRARIE","CORPORATE","Cust_1191"
"GARY MCGARR","MANITOBA","PRARIE","HOME OFFICE","Cust_1192"
"MICK CREBAGGA","MANITOBA","PRARIE","HOME OFFICE","Cust_1193"
"ROY SKARIA","MANITOBA","PRARIE","CORPORATE","Cust_1194"
"STEVEN WARD","MANITOBA","PRARIE","CONSUMER","Cust_1195"
"TANJA NORVELL","MANITOBA","PRARIE","CORPORATE","Cust_1196"
"RYAN CROWE","MANITOBA","PRARIE","SMALL BUSINESS","Cust_1197"
"IRENE MADDOX","MANITOBA","PRARIE","CONSUMER","Cust_1198"
"NICK RADFORD","MANITOBA","PRARIE","CORPORATE","Cust_1199"
"THERESA SWINT","MANITOBA","PRARIE","CONSUMER","Cust_1200"
"MAURICE SATTY","MANITOBA","PRARIE","CORPORATE","Cust_1201"
"HENRY GOLDWYN","MANITOBA","PRARIE","SMALL BUSINESS","Cust_1202"
"VICTOR PRICE","MANITOBA","PRARIE","CONSUMER","Cust_1203"
"MAUREEN GRACE","MANITOBA","PRARIE","CORPORATE","Cust_1204"
"ERIC HOFFMANN","MANITOBA","PRARIE","SMALL BUSINESS","Cust_1205"
"JILL STEVENSON","MANITOBA","PRARIE","CONSUMER","Cust_1206"
"EVAN BAILLIET","MANITOBA","PRARIE","CORPORATE","Cust_1207"
"MEG TILLMAN","MANITOBA","PRARIE","SMALL BUSINESS","Cust_1208"
"RUSSELL D'ASCENZO","MANITOBA","PRARIE","CONSUMER","Cust_1209"
"GARY HWANG","MANITOBA","PRARIE","HOME OFFICE","Cust_1210"
"JOSEPH AIRDO","MANITOBA","PRARIE","CONSUMER","Cust_1211"
"EMILY DUCICH","MANITOBA","PRARIE","CONSUMER","Cust_1212"
"STEWART VISINSKY","MANITOBA","PRARIE","CORPORATE","Cust_1213"
"STEVEN CARTWRIGHT","MANITOBA","PRARIE","HOME OFFICE","Cust_1214"
"SUE ANN REED","MANITOBA","PRARIE","CONSUMER","Cust_1215"
"SANJIT ENGLE","MANITOBA","PRARIE","HOME OFFICE","Cust_1216"
"KATHERINE DUCICH","MANITOBA","PRARIE","CORPORATE","Cust_1217"
"MIKE GOCKENBACH","MANITOBA","PRARIE","CONSUMER","Cust_1218"
"TOM ZANDUSKY","MANITOBA","PRARIE","HOME OFFICE","Cust_1219"
"DENNY JOY","MANITOBA","PRARIE","CORPORATE","Cust_1220"
"HENIA ZYDLO","MANITOBA","PRARIE","HOME OFFICE","Cust_1221"
"TRACY COLLINS","MANITOBA","PRARIE","CONSUMER","Cust_1222"
"NATALIE WEBBER","MANITOBA","PRARIE","CONSUMER","Cust_1223"
"TOBY KNIGHT","MANITOBA","PRARIE","CONSUMER","Cust_1224"
"MARIA ZETTNER","MANITOBA","PRARIE","CORPORATE","Cust_1225"
"THEA HUDGINGS","MANITOBA","PRARIE","CONSUMER","Cust_1226"
"NATALIE WEBBER","MANITOBA","PRARIE","CORPORATE","Cust_1227"
"NORA PELLETIER","MANITOBA","PRARIE","CORPORATE","Cust_1228"
"MATTHEW CLASEN","MANITOBA","PRARIE","CONSUMER","Cust_1229"
"NORA PELLETIER","MANITOBA","PRARIE","HOME OFFICE","Cust_1230"
"MICK CREBAGGA","MANITOBA","PRARIE","CORPORATE","Cust_1231"
"JAMIE FRAZER","MANITOBA","PRARIE","SMALL BUSINESS","Cust_1232"
"MICHAEL OAKMAN","MANITOBA","PRARIE","SMALL BUSINESS","Cust_1233"
"JOSEPH AIRDO","MANITOBA","PRARIE","CORPORATE","Cust_1234"
"TRACY COLLINS","MANITOBA","PRARIE","CORPORATE","Cust_1235"
"RACHEL PAYNE","MANITOBA","PRARIE","CONSUMER","Cust_1236"
"CRAIG MOLINARI","MANITOBA","PRARIE","SMALL BUSINESS","Cust_1237"
"JOY DANIELS","MANITOBA","PRARIE","CORPORATE","Cust_1238"
"JILL FJELD","MANITOBA","PRARIE","HOME OFFICE","Cust_1239"
"GENE MCCLURE","MANITOBA","PRARIE","CONSUMER","Cust_1240"
"RICK BENSLEY","MANITOBA","PRARIE","CONSUMER","Cust_1241"
"THOMAS BRUMLEY","MANITOBA","PRARIE","CONSUMER","Cust_1242"
"DARRIN MARTIN","MANITOBA","PRARIE","SMALL BUSINESS","Cust_1243"
"JULIE KRIZ","MANITOBA","PRARIE","CORPORATE","Cust_1244"
"RUSSELL APPLEGATE","MANITOBA","PRARIE","SMALL BUSINESS","Cust_1245"
"ERIC BARRETO","MANITOBA","PRARIE","SMALL BUSINESS","Cust_1246"
"GENE MCCLURE","MANITOBA","PRARIE","HOME OFFICE","Cust_1247"
"TOBY KNIGHT","MANITOBA","PRARIE","CORPORATE","Cust_1248"
"MARIBETH SCHNELLING","MANITOBA","PRARIE","CORPORATE","Cust_1249"
"ARTHUR GAINER","MANITOBA","PRARIE","CONSUMER","Cust_1250"
"THERESA SWINT","MANITOBA","PRARIE","SMALL BUSINESS","Cust_1251"
"HARRY MARIE","MANITOBA","PRARIE","CONSUMER","Cust_1252"
"RACHEL PAYNE","MANITOBA","PRARIE","HOME OFFICE","Cust_1253"
"ELPIDA RITTENBACH","MANITOBA","PRARIE","CONSUMER","Cust_1254"
"RUSSELL APPLEGATE","MANITOBA","PRARIE","HOME OFFICE","Cust_1255"
"ROLAND MURRAY","MANITOBA","PRARIE","HOME OFFICE","Cust_1256"
"ARTHUR GAINER","MANITOBA","PRARIE","CORPORATE","Cust_1257"
"PETER FULLER","SASKACHEWAN","PRARIE","CONSUMER","Cust_1258"
"SAM CRAVEN","SASKACHEWAN","PRARIE","HOME OFFICE","Cust_1259"
"MITCH WILLINGHAM","SASKACHEWAN","PRARIE","CORPORATE","Cust_1260"
"JOHN DRYER","SASKACHEWAN","PRARIE","CORPORATE","Cust_1261"
"SUSAN GILCREST","SASKACHEWAN","PRARIE","HOME OFFICE","Cust_1262"
"KEN HEIDEL","SASKACHEWAN","PRARIE","CORPORATE","Cust_1263"
"PATRICK RYAN","SASKACHEWAN","PRARIE","CORPORATE","Cust_1264"
"RANDY BRADLEY","SASKACHEWAN","PRARIE","SMALL BUSINESS","Cust_1265"
"WILLIAM BROWN","SASKACHEWAN","PRARIE","CORPORATE","Cust_1266"
"RICK HANSEN","SASKACHEWAN","PRARIE","CORPORATE","Cust_1267"
"TOBY GRACE","SASKACHEWAN","PRARIE","HOME OFFICE","Cust_1268"
"JOSEPH HOLT","SASKACHEWAN","PRARIE","HOME OFFICE","Cust_1269"
"MAYA HERMAN","SASKACHEWAN","PRARIE","CORPORATE","Cust_1270"
